person_id,total_offer_views,total_completed_offers,total_rewards_received,average_offer_payment,number_of_transactions,average_transaction_amount
31077b00ab16454f82fe462e57ed6d56,3,2,13.0,19.27,7,23.231428571428573
310c21b205154ec9aa121262cce0d30b,10,0,0.0,0.0,10,1.7759999999999998
31143749023b4c86a17f2842eeb42232,1,1,10.0,18.1,4,18.17
3115295d227b45ba918d691687350672,7,8,60.0,18.385,17,19.628235294117644
3123fd5a5838464f953a5d406dcc79a7,3,0,0.0,0.0,2,2.165
3124144d8d414799aa9a384fb62be3f3,3,3,17.0,15.113333333333332,12,9.365833333333333
31280a68f3a44b2bacefc09740dba099,3,1,3.0,7.64,14,3.3899999999999997
312a522266084c29b1b92c1a35f6de82,12,8,16.0,18.425,17,18.080000000000002
312b2643dbd24597b1a9c45a84a29527,1,0,0.0,0.0,5,2.1420000000000003
31310171303d44bda447029144b42614,4,2,15.0,22.31,4,27.240000000000002
31354ecceecf4db08643385734a2b4aa,3,2,10.0,12.0,5,26.915999999999997
3136a7b5dda645718108505f7aa4fdaf,10,9,43.0,11.9,19,10.418421052631578
3137f87f060e4600a77e54bc745f2569,5,3,10.0,12.966666666666669,9,11.291111111111114
3138a130abe44829aa77c9bfc25544a5,3,1,5.0,6.14,11,2.758181818181818
313b01db6d7441d8814cd7926e114b34,6,3,14.0,13.386666666666665,9,12.666666666666664
313f11a99c9e45aaab99f3af379349ad,10,10,21.0,9.773000000000001,24,7.573333333333334
313fac53644243e49cb3153e34176463,6,6,32.0,32.03,7,30.98714285714286
3140394265a54ddcbc564184645df3b7,7,0,0.0,0.0,4,2.94
3144307f20fa4971ad796f6839058e18,10,9,29.0,25.006666666666664,10,23.993
3145b269f33640d7902251129a46f9f7,5,0,0.0,0.0,4,4.475
3149365bc86c4f71ad6c665df05e6f6f,1,1,5.0,23.5,5,22.868000000000002
314d862acaa645b7ac4ab4cb9c966854,3,4,23.0,12.657499999999999,19,10.064736842105262
314eb4ef03394eb98b4f784c10fbf915,4,0,0.0,0.0,5,1.6400000000000001
31527ffd95be47e490798c647b663cc0,5,0,0.0,0.0,1,11.7
3157f795b27c49218a5869d850a62807,3,0,0.0,0.0,1,4.54
315a53ae710942a89c5351d1c05dce8b,4,5,42.0,9.49,11,9.18818181818182
3161e6fb534d4148b746a9f3cd0ab5c7,2,1,5.0,7.36,4,2.84
316f9251e7564cc095ba1654556b9315,29,28,56.0,26.646785714285716,47,17.198297872340422
316ff0fdde4547b68c6aefe8d362f4f6,18,18,71.0,10.841111111111111,28,9.014285714285716
317109d3d22e4ed9b972ae8bc49d94cc,5,3,15.0,20.43,5,21.07
3176a9b487b94539a391a3bbea9f08ab,7,4,20.0,27.19,5,27.118000000000002
3177d2d794b94e2097125b31a92c4c38,2,1,2.0,1.71,6,2.9716666666666662
31784f1dcba14dc58d35b97e664b1544,3,2,7.0,6.375,22,3.213636363636364
317a2d6210ac4d019b73372b6269f1f0,5,3,17.0,16.39,12,18.9375
317a43edb99943e9a0629f858b06d956,4,2,5.0,14.73,7,7.778571428571428
317c811d010e4103b96458f2104282a5,3,2,10.0,7.824999999999999,7,6.508571428571428
31846e4bf3d5452697931379dfa28cfa,3,2,10.0,23.02,6,23.298333333333332
3189cbd23b2d44938a71fd178d23d625,4,4,19.0,21.0725,10,23.848000000000003
318e17ecccad4be291978efac19618bb,2,3,20.0,10.709999999999999,13,10.583846153846155
3191b724d3fc4f4d9c5c9bf7ff66e4e6,5,3,10.0,7.873333333333334,10,4.93
3193b8e2bafd48859069d1ec891ff92a,10,9,85.0,54.95333333333334,17,36.23647058823529
31943ca096f1439596b2dff3da2448e0,3,2,5.0,24.689999999999998,6,25.790000000000003
319826c78dad4e9db01545a5f20a456c,3,0,0.0,0.0,3,3.3366666666666664
319ab9063a6348b087696874d0853f0e,11,10,47.0,22.052,21,20.70142857142857
319abe74a62949209cb8a5531f89b3fd,3,4,9.0,1.9775,8,2.3362499999999997
319df0da652f452eb8a5876e9ebd17d4,9,8,32.0,8.71,8,8.71
31a2d76eb6594488967214b82e762223,3,3,25.0,29.023333333333337,5,26.188
31a3b5300e7447b4810469399193e052,1,0,0.0,0.0,7,3.2885714285714287
31a99f67ed9f4b859c4279e55e11d3fb,2,0,0.0,0.0,8,1.73875
31aaa0fa063549759eed0d800c5a26bb,2,2,13.0,12.92,3,10.973333333333334
31b08456da224513ac85c76d39df3dc5,2,2,8.0,3.76,6,4.291666666666667
31b1bf63e5774b38b98457142e1e4191,10,10,84.0,19.131999999999998,12,21.138333333333332
31b65857c50d4e5db8261ebce6061b4b,1,1,3.0,13.46,5,19.856
31bdced401d14c93991b6f187b5daf0e,4,4,22.0,14.22,9,15.874444444444444
31bf20236dda4f92b15153c439352a25,3,0,0.0,0.0,5,13.736
31c17c442b3c4cf8ae311ecac03b6dde,1,6,35.0,12.398333333333333,14,9.835000000000003
31cad73d4c524897a39722ec598aeb75,4,2,15.0,32.65,2,32.65
31d1e732e37a4cd78cb405f8cb85a314,11,10,34.0,7.2780000000000005,20,5.416499999999997
31d6a951d92b407fa8fa127aa0bf0e7e,10,9,26.0,2.6122222222222224,23,2.4756521739130433
31db9ac5fd334f65bd0598d85b7e9d4a,5,2,4.0,7.51,19,4.218421052631579
31dda685af34476cad5bc968bdb01c53,23,22,62.0,18.28090909090909,26,18.735
31e36de1923e40dfb2f37ccd67989c7a,4,2,4.0,4.035,16,3.106875
31e915c24163436790b97c1d45b545f6,4,3,18.0,11.493333333333332,4,11.9775
31eabd0ca6dd480c85dbdcd71dddff38,6,0,0.0,0.0,7,2.4985714285714287
31ec4e8ff18446ea8d2cc78d832bc089,11,9,29.0,20.57888888888889,13,16.244615384615386
31f4ecdde5b74471a33137bd0a926ec2,11,10,85.0,24.808,16,23.870625000000008
31f6a03cc7c642ee8b074adca55f46be,11,0,0.0,0.0,11,1.865454545454545
31f72426dff344ed8b1b1258366caf8d,3,1,5.0,5.26,5,3.2880000000000003
32042db985ad426a8e3c792b1585291a,6,2,15.0,13.805,11,48.48
320d4c1b14e44406ad03ed720991c2d7,4,4,19.0,6.0600000000000005,17,4.2047058823529415
320dd0b116d4427487c7d828e4b3e1be,1,0,0.0,0.0,1,33.13
32100e4e903741d49b4372c5ec7d8ca9,4,1,10.0,26.54,3,19.040000000000003
32189735a963491082e35dd4c3221690,3,2,7.0,18.885,13,12.676153846153845
3218f620e3c84a109891170e8d71f8fb,11,10,39.0,12.191,16,10.463125
322e2846ec574c6e8aee62fef3eea33e,18,9,43.0,12.916666666666664,20,14.537
3231ee42aa2146149db779076f1a4dae,11,10,36.0,24.597,17,20.973529411764705
3236b3087cf1400290c121083d879efc,5,1,2.0,12.13,3,18.290000000000003
324cde983eef4759ace1e2e30816b751,5,0,0.0,0.0,3,2.98
3250c1d211c041ef88c4c6121d72f804,3,1,5.0,38.76,2,38.405
325401ecec2e4570833f25eafccf16da,2,0,0.0,0.0,6,2.25
325537b6384f433faa01da3fda84e1c1,6,4,40.0,23.76,5,24.432000000000002
325a76dbd5de4f62b1230ea9659f26fa,6,5,30.0,21.482000000000003,10,27.155999999999995
325da16cf16c4d72972f28281f752201,9,12,94.0,24.634166666666662,16,26.065624999999997
3261154a28c6470697c8b2b96d51bdeb,5,2,20.0,15.14,2,15.14
3262e55fe1c0449ead17fe470167d12a,4,1,3.0,5.29,17,3.9964705882352947
3269f677f2964ad482de5f00d866293a,4,2,15.0,11.260000000000002,13,11.576153846153847
326f27f638d14215b3429a0636cc37f9,10,0,0.0,0.0,2,2.36
3271e4cc3f8e4cb88e9a4a8ac0dd7f89,3,2,8.0,9.31,10,10.006999999999998
327b028a21a64fe2afe2c12d8932a110,2,0,0.0,0.0,2,4.705
327cf20d527444aa9a7547f4aec21bb2,9,11,33.0,26.433636363636367,15,24.87733333333334
327d08559d564f13b6aaf681700c2e6e,3,3,10.0,21.253333333333334,10,17.557
327eb6591ffc43ef8bbc550d878891ce,6,4,20.0,15.6675,10,16.477
3282a2d093e040ac9250233349c9888c,13,13,66.0,19.612307692307695,17,18.78470588235294
328327009f0a4bea89599727905a2d54,5,0,0.0,0.0,5,6.872
328b6cecb5434704bfd6d5ac35881140,7,0,0.0,0.0,3,1.2766666666666666
3291ed985095484ea54d148ad372b4c0,4,2,15.0,11.23,9,11.175555555555555
329a972654024b8ab295235ee55b5930,3,3,10.0,12.393333333333333,13,15.107692307692307
329a9b32e7e0475cb2643125919c4d90,11,9,21.0,4.32,25,3.795999999999999
329b390a8e19481ab081d99e4e813835,12,13,37.0,20.47923076923077,17,21.025882352941174
329baea6cdfe4b42ac0479f38a0e50ad,2,3,12.0,15.256666666666668,13,11.761538461538464
32a0cf5c6ddd432d954fec79056e90a9,3,2,10.0,7.225,11,6.7272727272727275
32a0f871e17c4cfdb238a3da76ec0cb8,10,9,29.0,17.25777777777778,25,13.832400000000002
32a45fc1352648bdb09bc156646d1bc1,3,1,5.0,7.35,7,3.4699999999999998
32a64af8eb9d49fa9081dd8069e95375,4,4,20.0,6.425,19,2.9478947368421053
32abe62781144404b03c19c1c4696d6e,2,2,15.0,25.965,6,24.103333333333335
32b75c4b529442d7a23f912a6db8581f,5,5,23.0,17.95,11,13.882727272727271
32babf07d3914d4996a62d14d3cb6fef,5,0,0.0,0.0,5,5.2219999999999995
32baca2d19234be59eebc422471193e7,4,4,20.0,17.55,8,14.783750000000001
32d10ac327d341989541e004215cf8b8,6,6,48.0,28.116666666666664,6,28.116666666666664
32d2e1cc3f46442c8992f359385bd032,11,2,7.0,12.28,14,31.34
32d4cf1c3c61452f99bfe9b193cc656a,5,5,30.0,21.994,6,22.185000000000002
32d6cf84f7f24e5eaa606023cd6c39b2,5,0,0.0,0.0,4,2.0100000000000002
32dbb66bafd84f1995aa59b2587b3bf3,8,4,22.0,16.68,11,17.816363636363636
32e149f18abe4a0a8555707ea9e99749,2,1,2.0,3.6,12,2.045833333333333
32e3600cea4544f097e10f9ba784ef74,6,4,20.0,22.4875,5,20.919999999999998
32e5369a5e5542d08ef80e3a3b408015,4,3,25.0,34.723333333333336,8,28.891250000000003
32e59b6fff2f4343936b29dff4703a89,5,0,0.0,0.0,6,1.2266666666666666
32eb794b02e2405abcfd9a8a71eccb8d,3,0,0.0,0.0,13,6.143846153846154
32ecc5fca98e4005aca1a2976ea3df32,6,1,5.0,24.96,4,29.1925
32f08cbbcf93435d9c32b29833e47d55,5,1,10.0,14.47,3,18.343333333333334
32f0edf2e8c24882a2a7f4de13c55b44,8,0,0.0,0.0,12,1.9558333333333335
32f515e5caa64ab2a32827c89cd94c54,10,0,0.0,0.0,5,3.1740000000000004
32f7528448984127931687e9119688d5,7,0,0.0,0.0,2,1.325
32fb5f395ecc4929a84f7662c456ff72,16,16,80.0,10.182500000000001,27,10.071851851851855
32fbf97e89274e8a935903f2ad095e1f,13,12,60.0,10.340000000000002,20,9.356500000000002
32fde4e7af274009a288b2268f994af6,2,0,0.0,0.0,8,0.7625
32fedc747de04e508c6a538f78b130f0,4,2,6.0,14.82,7,6.341428571428571
33019dc9074843f5be84c2bba9c2438a,5,2,7.0,25.02,4,19.3175
330392fa98824cdebfcbdb514aa786dd,2,0,0.0,0.0,8,1.9124999999999999
330cfed337f84788b32ebd5d4702a7b3,5,4,23.0,18.6775,12,16.978333333333335
3313c400a5d5467e81e4ce274a0e35a4,13,13,41.0,26.354615384615382,16,23.937499999999996
33152c020d074dfbb0e44ab32bcd26a3,10,8,24.0,0.8700000000000001,22,1.4418181818181817
3318abd380904f28a05d90a5514a2375,20,19,38.0,5.3442105263157895,37,4.735945945945944
33197221621d45a586260daa593cde36,10,9,26.0,26.517777777777777,13,25.188461538461542
331bb33911fb4351a37f10624a9f8c47,4,5,32.0,19.454,8,21.3425
331c92564c2d4a2f8ca31bbc61305153,6,1,5.0,5.99,10,2.729
331cf431a99b4f9c9b4e63fcb3779fd9,12,8,24.0,15.524999999999999,14,16.474999999999998
331f88bc7b5042ec9a4c90bb8e516cb5,6,0,0.0,0.0,11,2.4881818181818183
33207f5c13f34087b2e5c9b1cdc83ee6,1,2,4.0,5.63,12,4.113333333333334
332451cecb364d3b90c53a5e683c6234,9,10,34.0,23.381,14,23.799999999999994
3325f77da8814ce3b51cfdaded50c1c2,10,10,87.0,17.352000000000004,17,16.83588235294118
332aa1f51a7643199d9d60f885230511,8,4,12.0,8.09,9,5.665555555555557
332ff81fccdc4ac4a719f16ce9d5f683,11,10,48.0,18.727000000000004,17,17.08411764705883
3332985e282b4de49efb1becced8d9cb,3,1,3.0,5.01,15,3.8419999999999996
3335d2b1136d4359b9b394728f6d1a27,2,1,10.0,60.96,6,12.678333333333333
33363cabd4a94bb181a90dd22b572f65,6,5,45.0,21.392000000000003,13,22.086153846153852
333886b0d27746cf89aae5b203b66ba4,5,1,2.0,3.63,12,2.308333333333333
3339d9d8f5ff4664bd259572330c5dbf,11,9,26.0,4.326666666666666,25,3.1364000000000005
333ae65399aa492792fe00d795f2230d,7,0,0.0,0.0,5,1.456
333cf5c11c9744eab6382fd046bb1453,3,0,0.0,0.0,1,7.57
3347e14dfe1f4526b14f3f849b2fc669,4,1,5.0,26.76,5,26.964
3347e6cc276f45d6b7a3b18e955f7bb9,3,6,25.0,22.724999999999998,11,19.87909090909091
334a43e0c6614e79958061ff36a566ad,9,0,0.0,0.0,5,2.5340000000000003
334cc7c1d8304406a35bed523963f136,4,0,0.0,0.0,5,3.75
3355c0c60b6d4ba4bf31d83f47af9dab,14,13,125.0,16.93307692307693,20,14.5805
336120016f7a436fae04b6859f991d38,4,0,0.0,0.0,6,3.955
336b4fbe09bd4d74bf0ecd376b53d4d9,6,1,3.0,9.61,8,12.34375
336c749589434bbbb8b5849004eadaaf,4,4,15.0,12.1875,11,13.52181818181818
337013cf783b4d13965c36a1053a3be9,5,4,40.0,17.955,7,19.17142857142857
3371649d9e1743acb1b060c6a7c24de1,2,1,10.0,17.69,4,20.177500000000002
33785f9c9aa74a629b20b21a524a2984,3,1,2.0,7.86,14,2.2257142857142855
3381f8550e8944c89cdadf97a3461823,11,10,36.0,17.426,11,17.213636363636365
33834c812b4e47e4955093ad03f6117a,6,5,30.0,11.082,10,11.48
338c28f32c5944a99a0529be26d145dd,14,14,67.0,18.717142857142857,17,18.125294117647062
338cc645ee5e42a5b61b78ab018f0445,3,3,25.0,21.58666666666667,19,18.3721052631579
33927699ba914e78a5dbd4ac3965fc01,3,4,11.0,5.87,17,4.167058823529411
3396faea6acd42538d1ab5f76ba1a942,11,10,34.0,22.038999999999994,13,22.39307692307692
339ce280165b40cb856d943db119499a,8,0,0.0,0.0,1,25.0
33a250936721451c90b4280f3bcf7cd4,6,2,7.0,6.885,14,10.160714285714286
33a640f69ca54196b956726fb42c7477,10,10,28.0,295.629,12,251.64333333333332
33abc51707a648e5901b6d519ad07b36,2,2,12.0,13.43,4,11.08
33b3748d50284c35a2060f56bcc62307,2,1,5.0,26.32,6,19.353333333333335
33b72f542d964a07b287e69d33eb380f,7,3,12.0,20.0,10,24.590000000000003
33b819edf834414bb9097a9b33004389,2,0,0.0,0.0,3,1.9033333333333333
33b8b0d84d9f4717bdc26785c7779552,1,3,17.0,19.253333333333334,5,18.46
33b98f82f88d4775ad8abc05cbeb7c8b,4,1,10.0,11.97,8,7.01
33bc805e7baf4d3098211b05621d3022,4,1,5.0,59.56,8,9.366249999999999
33bdcb9aa1fe4ed4a181b9e028ef1245,18,18,50.0,16.64555555555556,27,17.722962962962963
33be916683434fa3b66027d490a33e2c,11,10,87.0,12.154,20,13.6525
33c0f47831494a07880bfa248b9c0680,7,4,40.0,18.61,7,19.277142857142856
33ca79edeaf946929d96acd1d4c1d4eb,4,1,3.0,2.95,8,2.5462499999999997
33cb21065cc5451ab45154d31e88178b,4,2,12.0,14.73,3,19.05
33cc2d9ac6d544b6a3dc2cc2a9eae11a,10,9,45.0,16.058888888888887,19,14.341052631578945
33ccbda880444190b6f69186eb5ac8cb,11,10,52.0,10.332,24,11.032916666666667
33d7ceb44c7d41b59eb7b3387deb2c90,3,2,13.0,28.22,8,26.290000000000003
33d7d058b31f473ea2e2a1b53971ee8a,5,5,22.0,5.76,14,12.56357142857143
33d933f005aa41a39673220662db5294,1,0,0.0,0.0,10,3.7060000000000004
33e0c7e2ff0743d99192c9b2fce01f6b,3,4,15.0,16.25,10,15.729
33e4e9352ea04b559e0d0a210642ecb3,8,8,25.0,4.5912500000000005,24,3.5816666666666666
33e69e3b0e7e46299c2d1547e181786c,3,0,0.0,0.0,8,1.7412500000000004
33f120eee1ab4a989cb5ad82c0f428a8,5,2,10.0,21.93,9,21.12222222222222
33f539b4b48e4122b8167955dac0a21f,3,0,0.0,0.0,5,2.7060000000000004
33f94bb3043b445aaf283946b4b5f3a1,3,2,10.0,11.75,9,9.385555555555555
33fe336e26ed40c38b69e0c59618820f,2,1,2.0,4.2,10,2.643
33fff31f688f4b659363124031780d4b,13,0,0.0,0.0,2,1.83
34033b32f2124d099cf8e1bd8cfe28d1,5,4,19.0,19.797500000000003,19,15.38684210526316
34033bd14aa2441f944909a4906c23c5,1,4,20.0,27.5175,6,23.886666666666667
3403ae9e2e7943a6a4cf242471c66e6f,5,3,15.0,22.00333333333333,9,19.98
34064317a1c84e2f8872964d1d5a2a59,2,6,35.0,22.826666666666668,11,22.76454545454546
3407ea7b3da64a98848f6c2fadfc0c69,4,2,4.0,2.5,14,1.57
3408fd05c781401f8442fb6dbaaea9c7,2,4,19.0,12.837500000000002,12,11.504166666666665
341276cb09ac42ad8473be091b52b082,4,2,4.0,16.91,8,22.345
34133498709c4f2b95af0cc334171602,1,2,7.0,30.14,8,25.21875
341788ffa12b4673b36e93f92716c016,3,2,10.0,25.5,7,23.03857142857143
341961ce048a4429a5fcf5e746375370,7,4,8.0,6.87,12,7.555
341d5d291e4d413ebea827b44c57fe4a,5,0,0.0,0.0,5,2.4979999999999998
3423953f128c4cdc84b123eb6f5f4c40,3,1,3.0,67.38,7,12.108571428571427
34290ee4c4db45c3bae89de9ad7a4e8b,9,0,0.0,0.0,5,2.6220000000000003
34302ff0fcf8450eb335db6e878080db,29,27,135.0,6.826666666666667,36,5.437222222222225
3431e2d3d22e4bb2816244a7ac7c4721,4,0,0.0,0.0,4,13.165
343543ae92b8457d924cd7a8eaa7a955,4,0,0.0,0.0,8,3.1274999999999995
343a60997ee54bd58cc3601ddcb053ea,3,4,18.0,80.335,9,38.47555555555555
343e4bfac5aa46ad92d6d02b874a879d,11,10,92.0,22.825000000000003,11,23.501818181818184
3446d272fcef4bd28e88300d1163840a,5,3,17.0,19.476666666666663,11,18.313636363636366
3451f04e7ee5436597ed24c765333699,1,0,0.0,0.0,9,4.63
345b2431ce28457b97e7492506803d2e,9,5,22.0,18.104000000000003,7,14.54857142857143
345f9431137a49b3963221a55567c4a8,11,10,90.0,23.054000000000002,13,22.212307692307686
346ca0b690b44443a4fc2bd747964066,2,3,10.0,18.423333333333336,6,23.319999999999997
346f86f3e8fd439a83e741e67e3fb74d,4,2,10.0,23.009999999999998,4,22.2475
3478c81d15234db3b702cefcf7c4afbe,4,3,12.0,20.063333333333333,11,18.80818181818182
3479b8d7e29a48409a04db7318a065f3,2,0,0.0,0.0,9,3.7511111111111117
347a75e83b70480ba7b53c7f737ebb4a,8,4,19.0,15.12,15,12.139333333333335
347b0731981245c681867568552acf2c,1,0,0.0,0.0,6,3.4800000000000004
347f24ff65324864b9f9ab3e3adc3b5c,5,1,5.0,9.22,5,10.316
3488368c95a74463918eff304275d3ca,3,0,0.0,0.0,5,3.7379999999999995
348bdc19d65f49b8b98f72c59e64cd89,5,3,14.0,19.069999999999997,10,18.496000000000002
348ebeefcf1d407fa9c00ff05255963b,10,10,23.0,27.367999999999995,11,26.726363636363637
3491cc10ee534ae49555eb277bc5df1c,2,0,0.0,0.0,3,2.18
3494b039530c491a9dba3d132aa4bbec,6,2,12.0,29.634999999999998,10,23.64
34962645e76943bab69e9aa8c335e574,3,2,4.0,161.435,10,37.848
3497bd1dd534441bb31d5f8949fde980,5,0,0.0,0.0,8,2.45375
349c817d5ca24c72953948c5180cd3d3,6,0,0.0,0.0,8,2.00625
34a1ee1454ef46d0b02567e8bb5f65a7,2,4,20.0,9.795,13,11.460769230769229
34ac11b8099c4b248979bae48616b3c2,29,29,69.0,11.135862068965515,45,11.397555555555556
34b216d046e74a53adf47e99b819c882,10,3,20.0,26.613333333333333,10,26.282999999999998
34b8b6c78bd042538c9ce74b7d8e40ca,4,4,22.0,23.1325,9,18.443333333333335
34bd116837b644fc942370d742b677e1,3,0,0.0,0.0,6,1.9316666666666669
34bdd53626264062ad7789ca342122a1,4,4,22.0,25.622500000000002,8,28.6075
34c0f36f5f504ead86c1378c7d41d8f6,6,0,0.0,0.0,2,3.31
34c439da06614b38aaf261fc448d5c28,7,2,5.0,7.57,19,3.617894736842105
34c9104c14094b4bae602630e09021cf,7,2,8.0,4.845000000000001,15,2.8619999999999997
34d70d84fd3b4fa19a10e0d21836ee08,4,4,12.0,16.2325,9,14.644444444444446
34e19e3dc5ea431a810374298da4d28b,4,3,20.0,9.116666666666665,5,5.674
34e4608290b94a0d9da68bd262f2ad3a,2,0,0.0,0.0,4,16.7575
34f4506ab17044b19e562b8d3381e19b,1,2,15.0,20.58,3,27.53
34f83b5c0b134f59bdbd1871c960a8ab,4,1,2.0,2.22,13,2.158461538461538
34f8936517d14baa92a4fb3af6c1e705,2,2,8.0,18.035,11,10.357272727272727
34fd8ac2a1414a1eace74ed3245517fe,6,7,53.0,12.177142857142856,28,4.563928571428572
34fe7c1f20874ccc81e2c4506407fa72,3,1,5.0,6.18,7,2.5628571428571427
35021cb17d1f4f23963dfeb34d32261e,7,0,0.0,0.0,16,1.5006249999999999
35047ada557b416395fdb9e342c97c6f,7,1,3.0,4.46,9,2.897777777777778
3504fbcd34474688ac705a18dbf6f9f9,6,0,0.0,0.0,6,2.3833333333333333
35055ff4289447df8c93739196163b01,10,9,18.0,19.236666666666665,18,49.413888888888906
35075a458f4043c8bdd3dc33c728826b,3,3,15.0,41.69,11,13.152727272727274
350805c5003c4cc3b19495c8ae62a21c,4,0,0.0,0.0,4,1.7925
350baaf35ad14a8e805991bc704404cd,5,1,2.0,4.83,9,3.236666666666667
350ff0b961e34333b7653f6877e821e1,6,6,18.0,29.066666666666663,6,29.066666666666663
351086383b524fab8199a86fd34edbbe,20,19,100.0,10.665789473684214,21,10.738095238095244
351781dd504142eca4ffa7c3c0b20d0f,3,0,0.0,0.0,6,1.7216666666666667
351cc28e444941879e3bd3bc041beaa2,2,3,10.0,12.726666666666667,8,13.237499999999997
352365e0b86342689793a4be4841d920,2,0,0.0,0.0,4,3.96
3526938fb466470190a504a751ec07b0,1,13,65.0,22.41461538461538,15,21.751333333333324
352ccf90feeb4c92a54834c7ad2b66bf,10,9,90.0,14.799999999999999,12,18.4025
352d5ef7eadd4933907c8a1428fca571,4,0,0.0,0.0,3,1.25
353697e3573c49cebed67da5d6fb49f9,4,0,0.0,0.0,2,0.77
3539a34f6b894c9e8a0d52742f9a21f8,3,2,7.0,14.965,6,13.606666666666667
35430f8b711c4813a7ede5552b41a802,3,5,20.0,25.764,7,22.82857142857143
354463459f134bd3874bd62d9b1f3625,1,2,7.0,26.494999999999997,6,24.98333333333333
3548505401f44bc79c3f71980d8731fe,11,10,55.0,22.981,17,22.805882352941172
3557bf585abc4baab8c51d3dba48d3fa,6,4,12.0,3.675,7,4.35
355ab404fc63416cbb0692b7ab9d51b6,12,1,2.0,12.64,2,16.475
356436b5eac54cfe8541a9e5fedf4d21,6,7,35.0,20.228571428571428,9,22.08888888888889
356470bccf484ce5a626f5122852087e,11,9,21.0,22.503333333333334,15,21.382666666666662
356baf68c6264e4b9bde30a17d08c62a,5,0,0.0,0.0,2,0.825
3573256082544869b1fc649e2e3c7e74,4,2,8.0,18.380000000000003,4,22.052500000000002
3573e62539284ca6b4a68ba723613523,1,1,5.0,23.83,8,19.854999999999997
3577fe12bcdc4ae480feb3bd325f3f47,11,11,34.0,17.525454545454547,23,14.018260869565223
3579056d94644a9481e05012b48fe252,9,10,44.0,10.009999999999998,28,5.825357142857143
3587049edaf84b8f963ecdbb65beb24e,6,3,17.0,10.883333333333333,21,7.7528571428571444
358ac3d8f34c424a88d08e18505b606b,2,0,0.0,0.0,2,1.665
358dd6e10a994567ab25da15b9e5529e,20,18,36.0,11.509999999999998,21,11.626190476190473
358f73bcc2fd4f4988e0eddf31e79531,7,7,35.0,16.931428571428572,11,17.613636363636367
3597f1f307134a28894afe960cae8f0b,4,4,8.0,4.5,15,3.1893333333333334
359aa75bac3e4b15b0df6b1ade7f08a6,10,0,0.0,0.0,5,2.4940000000000007
359b82a36b544b5cbbe1cb3054942385,5,0,0.0,0.0,6,1.785
35a6fbe3a39c4d58ba1996d3691eda18,6,0,0.0,0.0,7,4.7700000000000005
35ac1273610d47748c93124564f477df,5,3,13.0,9.083333333333334,10,4.904000000000001
35ad0c309d7743e6bb03025ee6008100,6,6,25.0,9.551666666666666,15,9.776000000000003
35ad794c4a8b44418ee9376529b7052f,3,5,22.0,17.806,16,13.091875000000003
35b3206b05304a518114bee3e113af09,30,28,145.0,25.963214285714304,35,25.201428571428586
35b3a8920b38468e89f73cb2a034c24a,3,4,23.0,30.0,12,25.21416666666667
35b492fc36c949fb918c4c426e61ae39,2,0,0.0,0.0,3,2.6233333333333335
35c32f6820fa4be782d5f2d1bb8e7aa2,3,0,0.0,0.0,4,2.5025
35c748fc365a4295a3445fda28fc31b1,3,3,12.0,28.706666666666667,9,25.266666666666666
35c79602f58a40b3a7bec8c53c715535,14,10,28.0,17.651000000000003,16,17.794375
35c863d477084f7fb46e4b309cf3ea5d,10,9,21.0,15.174444444444443,12,15.878333333333332
35d901988c884e41896d66088ab9d258,3,3,17.0,12.17,16,8.093749999999998
35d9949d3e214b24b3cba6e45ef2552c,11,10,21.0,125.372,21,67.11380952380952
35d9cbc99e7c419c9bd8d2d067203ed4,11,9,26.0,13.108888888888892,16,13.36125
35dd2c597c7e43d8b8c53ade81e8350f,5,1,2.0,4.11,6,3.731666666666667
35dd7d2deb184c159756d2132964448b,29,28,145.0,17.912142857142868,29,18.047586206896565
35e08db3a77f4b348d04de610b9ac4b7,9,8,48.0,19.705,10,17.209999999999997
35e187f77aed4f54824dce156b7d7a6e,2,0,0.0,0.0,4,2.5125
35e371655ddb472ea707489a4d92f183,3,2,10.0,5.2,14,2.9457142857142853
35e4e3fce7054c91adb114c4a9320c39,4,1,10.0,31.73,5,25.34
35eb0f1497704afb9ac82350d1d903a8,5,1,2.0,6.75,10,3.718
35ebf54706f14bdc9b7e611707398168,12,11,34.0,13.519090909090908,18,14.475000000000003
35ede829c96b4fbe896ac31d92521d47,6,0,0.0,0.0,1,4.25
35eeee7421b84784921a243b16adbac8,1,0,0.0,0.0,2,2.375
35f0a49ba7784141a3adadef2ad8fc35,6,5,22.0,9.948,14,10.905000000000001
35f2d25487e04bf09865c4be7497d184,1,1,3.0,5.85,5,3.6620000000000004
35f39fb3476249988ddc964f24e41edc,2,0,0.0,0.0,2,2.32
35faf6c136ac4eff95cb298191d4dcbe,9,9,42.0,6.233333333333333,21,5.146190476190476
3604067a5af745549b026cc2f4434567,3,3,20.0,10.203333333333335,12,10.983333333333334
3604bb2fce684eb8ba96f2c7d1fffa92,4,4,28.0,24.452499999999997,9,20.995555555555555
36099f26eb164d25b1214e7fbe508200,6,4,12.0,2.5949999999999998,21,3.3304761904761895
360b8705b0564f2194a16ec4866b1164,5,0,0.0,0.0,7,1.7514285714285713
360e618ae997467facebe048c2cbb8e0,8,0,0.0,0.0,3,2.0233333333333334
361539b15a6243dc834c6b25e481570b,7,0,0.0,0.0,5,1.8640000000000003
